,prime,target,RT.200SOA,RT.1200SOA,obs.200SOA,obs.1200SOA,primecond,rel,t_length,t_freq,t_logfreq,t_orthoN,t_bgmean,t_POS,relation,FAS,LSA,BEAGLE_RPs,BEAGLE_PMI,p_freq,p_logfreq,p_length,p_orthoN,p_bgsum,p_bgmean,p_POS
163,AMAZE,all,665.84375,715.3125,32,32,3,0,3,5161.86,5.42,5,2340.5,minor|RB,,,,0.043445645,0.008728958,1.61,1.92,5,0,3233,808.25,VB
164,AMAZE,wonder,732.9032258,694.516129,31,31,1,1,6,116.98,3.78,5,3093.8,NN|VB,synonym,0.137,0.13,0.090994405,1.231331093,1.61,1.92,5,0,3233,808.25,VB
165,AMBITION,talking,699.2580645,632.8125,31,32,3,0,7,497.75,4.4,3,2714.5,VB|NN,,,,0.040648771,0.051310232,5.35,2.44,8,0,16059,2294.14,NN
166,AMBITION,goal,643.6666667,651,30,32,1,1,4,16.75,2.93,4,1281.67,NN,unclassified,0.23,0.3,0.137398982,0.22642574,5.35,2.44,8,0,16059,2294.14,NN
167,AMBULANCE,emergency,647.6666667,757.6129032,30,31,1,1,9,54.43,3.44,1,1977.63,NN,script,0.174,0.76,0.107827528,10.08530664,22.41,3.06,9,0,11460,1432.5,NN
168,AMBULANCE,scissors,747.1290323,736.7,31,30,3,0,8,6.69,2.53,0,1599.71,NN,,,,0.017111507,0.005450342,22.41,3.06,9,0,11460,1432.5,NN
169,AMERICAN,flag,607.5483871,643.7419355,31,31,1,1,4,17.49,2.95,9,1092,NN|VB,fpa,0.2,0.3,0.104346327,0.150573833,102.22,3.72,8,1,19300,2757.14,JJ|NN
170,AMERICAN,grandma,801.7096774,752.4516129,31,31,3,0,7,45.59,3.37,1,1810.83,NN,,,,0.092137232,0.064090959,102.22,3.72,8,1,19300,2757.14,JJ|NN
171,AMOUNT,lot,664.46875,686.6129032,32,31,2,1,3,569.92,4.46,16,1187,NN,synonym,0.04,0.11,0.071997263,0.119356559,6,24.75,3.1,0,8458,1691.6,NN|VB
172,AMOUNT,past,607.2258065,658.03125,31,32,4,0,4,123.76,3.8,14,2038.33,JJ|NN|RB,,,,0.069881247,0.025714931,6,24.75,3.1,0,8458,1691.6,NN|VB
173,AMP,electricity,709.4516129,810.3225806,31,31,2,1,11,11.45,2.77,0,1831,NN,unclassified,0.053,0.41,0.052512123,0.088586623,3,1.82,1.97,4,1823,911.5,NN
174,AMP,poetry,800.2413793,633.6875,29,32,4,0,6,13.37,2.83,0,979.4,NN,,,,0.007478052,0.106804288,3,1.82,1.97,4,1823,911.5,NN
175,AMUSE,joke,587.28125,568.1612903,32,31,2,1,4,73.02,3.57,7,423.67,NN|VB,functional property,0.017,0.18,0.116014277,1.902552097,5,2.61,2.13,1,4800,1200,VB
176,AMUSE,beer,557,662.84375,29,32,4,0,4,75.49,3.59,12,2630,NN,,,,0.019778249,0,5,2.61,2.13,1,4800,1200,VB
177,ANALYSIS,mom,607.53125,762.7586207,32,29,4,0,3,430.39,4.34,6,1090.5,NN,,,,0.097299765,0.041140598,8,11.04,2.75,2,14209,2029.86,NN
178,ANALYSIS,data,709.4333333,638.1724138,30,29,2,1,4,25.61,3.12,2,2197.33,NN,bpa,0.014,0.37,0.006741386,1.314073469,8,11.04,2.75,2,14209,2029.86,NN
179,ANARCHY,chaos,794.4333333,824.137931,30,29,2,1,5,9.39,2.68,1,881.5,NN,unclassified,0.137,0.33,0.134271155,3.014172125,7,2.02,2.02,0,10073,1678.83,NN
180,ANARCHY,worm,776.34375,757.5483871,32,31,4,0,4,10.12,2.71,9,1225,NN|VB,,,,0.119172779,0.096631847,7,2.02,2.02,0,10073,1678.83,NN
183,ANCIENT,modern,642.125,807.1724138,32,29,2,1,6,18.24,2.97,0,2147,JJ|NN,antonym,0.02,0.55,0.271489427,0.611938404,7,21.67,3.04,0,13954,2325.67,JJ|NN
184,ANCIENT,sight,645.6206897,690.8666667,29,30,4,0,5,45.31,3.36,8,831.75,NN|VB,,,,0.01996907,0.04491362,7,21.67,3.04,0,13954,2325.67,JJ|NN
185,ANGEL,heaven,547.6333333,610.53125,30,32,1,1,6,56.61,3.46,3,1932.8,NN,script,0.327,0.41,0.08166523,1.787540892,78.27,3.6,5,1,10347,2586.75,NN
186,ANGEL,fashion,732.0625,683.03125,32,32,3,0,7,18.76,2.98,0,1895.83,NN|VB,,,,0.13499369,0.089034497,78.27,3.6,5,1,10347,2586.75,NN
187,ANGLE,once,632.4848485,751.5806452,33,31,3,0,4,344.88,4.25,0,2545.33,RB|NN,,,,0.009532184,0.042094421,14.92,2.88,5,2,11254,2813.5,NN|VB
188,ANGLE,geometry,678.6,959.5,30,28,1,1,8,1.84,1.98,0,1155.29,NN,script,0.179,0.45,0.016818959,4.528626487,14.92,2.88,5,2,11254,2813.5,NN|VB
189,ANGRY,gamble,707,785.2,27,30,4,0,6,8.94,2.66,3,1317,VB,,,,0.112273916,0.071602354,5,58.98,3.48,0,8784,2196,JJ
190,ANGRY,sad,554.6129032,613,31,32,2,1,3,63.37,3.51,18,893.5,JJ|NN,category,0.068,0.62,0.664187747,1.295077604,5,58.98,3.48,0,8784,2196,JJ
191,ANIMAL,bear,761.3548387,585.8064516,31,31,2,1,4,57.41,3.47,19,1879.33,VB|NN,supraordinate,0.016,0.15,0.180483568,0.082607403,6,45.49,3.37,0,10631,2126.2,NN
192,ANIMAL,subtract,822.46875,777,32,31,4,0,8,0.55,1.46,0,1240.71,VB,,,,0.143773684,0.445557056,6,45.49,3.37,0,10631,2126.2,NN
195,ANKLE,bracelet,762.40625,746.2258065,32,31,2,1,8,7.8,2.6,0,1897.86,NN,fpa,0.049,0.16,0.022989427,11.51962253,5,8.02,2.61,1,7322,1830.5,NN
196,ANKLE,way,791.862069,573.4333333,29,30,4,0,3,1424.73,4.86,18,543.5,NN,,,,0.012042409,0,5,8.02,2.61,1,7322,1830.5,NN
199,ANNOUNCE,marriage,776.0645161,657.8709677,31,31,2,1,8,77.06,3.59,1,1601.71,NN,unclassified,0.028,0.06,0.105056379,0.126127056,8,9.76,2.7,0,11209,1601.29,VB|NN
200,ANNOUNCE,sorrow,669.75,681.6666667,28,30,4,0,6,6.86,2.55,2,1388.6,NN|VB,,,,0.169772268,0.078843365,8,9.76,2.7,0,11209,1601.29,VB|NN
203,ANNOYING,disappear,713.3571429,809.5666667,28,30,3,0,9,20.96,3.03,0,1649.25,VB,,,,0.00532218,0.014346645,11.12,2.75,8,0,15745,2249.29,JJ|VB|NN
204,ANNOYING,irritating,814.1935484,697.7741935,31,31,1,1,10,2.18,2.05,1,3122.44,JJ|VB,synonym,0.086,0.16,0.110941449,3.328130356,11.12,2.75,8,0,15745,2249.29,JJ|VB|NN
205,ANNUAL,stream,650.5862069,701.2580645,29,31,4,0,6,8.04,2.61,2,2511,NN|VB,,,,0.082436941,0.112607249,6,7.2,2.57,0,7621,1524.2,JJ|NN
206,ANNUAL,once,678.59375,756.2,32,30,2,1,4,344.88,4.25,0,2545.33,RB|NN,unclassified,0.036,0.16,0.07000925,0.05255128,6,7.2,2.57,0,7621,1524.2,JJ|NN
207,ANOTHER,silly,589.2903226,641.7096774,31,31,4,0,5,57.1,3.46,8,1572.75,JJ|NN,,,,0.029816733,0.003113328,7,509.22,4.41,0,14421,2403.5,minor|NN
208,ANOTHER,more,594.4285714,719.1923077,28,26,2,1,4,1298.59,4.82,18,2753.33,JJ|RB,unclassified,0.096,0.64,0.201069087,0.074103466,7,509.22,4.41,0,14421,2403.5,minor|NN
211,ANTELOPE,awake,661.0909091,621.0322581,33,31,4,0,5,26.71,3.13,2,529.75,JJ|VB,,,,0.004296874,0.150575968,8,0.98,1.71,0,16513,2359,NN
212,ANTELOPE,beast,653.40625,691.21875,32,32,2,1,5,24.55,3.1,6,1922.5,NN,unclassified,0.013,0.32,0.039669891,0.233427412,8,0.98,1.71,0,16513,2359,NN
215,ANTIQUE,furniture,697.1666667,738.8709677,30,31,2,1,9,15.08,2.89,0,1570.75,NN,fpa,0.033,0.39,0.170396897,6.700399877,7,6.06,2.49,0,12256,2042.67,JJ|NN
216,ANTIQUE,face,609.0645161,717.1666667,31,30,4,0,4,289.16,4.17,11,1174.67,NN|VB,,,,0.239175714,0.02991617,7,6.06,2.49,0,12256,2042.67,JJ|NN
219,ANTLERS,disgusting,753.5806452,830.8484848,31,33,3,0,10,26.61,3.13,0,2851.22,JJ|VB,,,,0.03683741,0,,,7,,,,NN
220,ANTLERS,deer,603.1612903,616.7272727,31,33,1,1,4,8.71,2.65,11,3211,NN,perceptual property,0.645,0.66,0.04649645,26.73310526,,,7,,,,NN
221,ANXIETY,goo,1210.125,933.1666667,8,12,3,0,3,2.14,2.04,10,643.5,NN,,,,0.096997244,0.397303481,6.76,2.54,7,0,6949,1158.17,NN
222,ANXIETY,nervous,707.5151515,646.03125,33,32,1,1,7,67.16,3.53,0,2008.83,JJ|NN,,0.127,0.18,0.01460691,2.821588823,6.76,2.54,7,0,6949,1158.17,NN
223,APART,alone,613.5333333,672.1515152,30,33,2,1,5,308.53,4.2,3,2853.5,RB|JJ,unclassified,0.021,0.26,0.068508461,0.067422556,5,47.02,3.38,0,5939,1484.75,RB
224,APART,mix,619.3333333,739.2857143,30,28,4,0,3,16.35,2.92,4,709.5,NN|VB,,,,0.043494671,0.110986624,5,47.02,3.38,0,5939,1484.75,RB
227,APATHY,sympathy,727.9677419,732.6129032,31,31,1,1,8,8.35,2.63,0,1156.86,NN,antonym,0.257,0.29,0.057491638,1.453587144,0.47,1.4,6,0,7724,1544.8,NN
228,APATHY,science,654.8125,803.53125,32,32,3,0,7,37.25,3.28,0,1660.33,NN,,,,0.052919418,0.258649063,0.47,1.4,6,0,7724,1544.8,NN
229,APE,jungle,612.75,614.1290323,32,31,2,1,6,22.57,3.06,4,1961.4,NN,script,0.021,0.24,0.070660928,1.892174466,3,9.67,2.69,10,2536,1268,NN|VB
230,APE,all,680.5666667,614.0322581,30,31,4,0,3,5161.86,5.42,5,2340.5,minor|RB,,,,0.066758547,0.035025337,3,9.67,2.69,10,2536,1268,NN|VB
231,APOLOGY,mistake,696.71875,739.0606061,32,33,2,1,7,101.96,3.72,0,1800.33,NN|VB,unclassified,0.019,0.24,0.055885218,0.94136038,7,15.76,2.91,0,5356,892.67,NN
232,APOLOGY,win,699.28125,654.6666667,32,30,4,0,3,134.65,3.84,12,3681.5,VB|NN,,,,0.026573437,0.013595369,7,15.76,2.91,0,5356,892.67,NN
233,APPEAL,crooked,813.9642857,872.6,28,30,4,0,7,5.69,2.46,4,1579.5,JJ,,,,0.065144941,0.056867564,6,13,2.82,1,7921,1584.2,NN|VB
234,APPEAL,looks,577.9677419,582.483871,31,31,2,1,5,311.49,4.2,7,716,VB|NN,unclassified,0.034,0.12,0.117581504,0.086244848,6,13,2.82,1,7921,1584.2,NN|VB
235,APPEAR,whale,628.7931034,698.6451613,29,31,4,0,5,11.25,2.76,3,1964.25,NN,,,,0.046455481,0,6,23.37,3.08,1,7822,1564.4,VB
236,APPEAR,show,582.8064516,597.2903226,31,31,2,1,4,488.35,4.4,10,1058.33,VB|NN,unclassified,0.067,0.37,0.301493294,0.212671308,6,23.37,3.08,1,7822,1564.4,VB
237,APPEARANCE,line,653.0384615,687.137931,26,29,3,0,4,206.18,4.02,17,3972.67,NN|VB,,,,0.074959019,0.061651713,11.59,2.77,10,0,17445,1938.33,NN
238,APPEARANCE,looks,636.1935484,634.2121212,31,33,1,1,5,311.49,4.2,7,716,VB|NN,synonym,0.427,0.29,0.123653296,0.159451882,11.59,2.77,10,0,17445,1938.33,NN
241,APPLE,exercise,709.1333333,763.5862069,30,29,3,0,8,17.73,2.96,1,1866,NN|VB,,,,0.06111639,0.08753144,23.67,3.08,5,2,5572,1393,NN
242,APPLE,red,568.8333333,574.8387097,30,31,1,1,3,148.06,3.88,11,4513.5,JJ|NN,bpa,0.208,0.27,0.094440354,0.290102846,23.67,3.08,5,2,5572,1393,NN
243,APPLIANCE,stove,670.7586207,729.3225806,29,31,1,1,5,7.59,2.59,7,1843.25,NN,script,0.129,0.18,0.003702034,3.591917897,0.8,1.62,9,0,12537,1567.13,NN
244,APPLIANCE,bacon,633.7241379,715,29,32,3,0,5,11.86,2.78,2,2330,NN,,,,0.153660056,0.086530224,0.8,1.62,9,0,12537,1567.13,NN
245,APPLICATION,college,716.7,798.1875,30,32,2,1,7,85.18,3.64,1,1741.5,NN|VB,bpa,0.021,0.24,0.075654098,0.04388851,11,10,2.71,0,25071,2507.1,NN
246,APPLICATION,mist,740.7857143,748.4285714,28,28,4,0,4,3.55,2.26,10,2565.33,NN|VB,,,,0.050183248,0.057979039,11,10,2.71,0,25071,2507.1,NN
247,APPRAISE,value,681.6666667,671.6129032,33,31,1,1,5,21.51,3.04,2,1131.25,NN|VB,unclassified,0.222,0.11,0.071190045,3.636371086,0.2,1.04,8,0,11542,1648.86,VB
248,APPRAISE,empty,746.9354839,664.1612903,31,31,3,0,5,47.24,3.38,0,738.5,JJ|VB|NN,,,,0.028840013,0.046556901,0.2,1.04,8,0,11542,1648.86,VB
249,APPROVAL,pavement,837.7931034,747.6774194,29,31,4,0,8,2.02,2.02,0,1852.57,NN,,,,0.049291641,0.077431222,8,8.39,2.63,0,8938,1276.86,NN
250,APPROVAL,yes,554.1935484,576.1333333,31,30,2,1,3,1996.76,5.01,3,2335.5,minor|NN,unclassified,0.105,0.1,0.042639582,0.121128144,8,8.39,2.63,0,8938,1276.86,NN
251,APRON,tense,681.0714286,809,28,29,4,0,5,10.24,2.72,4,3024.5,JJ|NN|VB,,,,0.049048175,0.107611582,5,2.67,2.14,2,8966,2241.5,NN
252,APRON,maid,677.3793103,818.8,29,30,2,1,4,22.82,3.07,7,1148.33,NN,unclassified,0.034,0.33,0.238959352,2.077738589,5,2.67,2.14,2,8966,2241.5,NN
253,ARCHITECT,eye,565.6,674.96875,30,32,3,0,3,111.78,3.76,8,209,NN|VB,,,,0.133454732,0.058219196,6.55,2.52,9,0,15013,1876.63,NN
254,ARCHITECT,building,663.28125,632,32,32,1,1,8,99.57,3.71,0,2200.86,NN|VB,unclassified,0.289,0.67,0.092503006,0.759081415,6.55,2.52,9,0,15013,1876.63,NN
255,ARENA,football,621.4333333,637.0606061,30,33,1,1,8,37.53,3.28,0,1134.29,NN,fpa,0.219,0.32,0.077370707,0.794358955,3.63,2.27,5,0,12750,3187.5,NN
256,ARENA,hell,604.25,685.7096774,32,31,3,0,4,470.82,4.38,16,1700,NN|minor,,,,0.041322906,0.074743627,3.63,2.27,5,0,12750,3187.5,NN
257,ARGUE,disagree,717.5862069,763.9032258,29,31,2,1,8,6.63,2.53,0,1759.43,VB,synonym,0.02,0.6,0.309178267,0.984567811,5,19.75,3,0,4051,1012.75,VB
258,ARGUE,it,610.483871,708.8387097,31,31,4,0,2,18896.31,5.98,6,2192,minor|NN,,,,0.040608677,0.183877611,5,19.75,3,0,4051,1012.75,VB
259,ARGUMENT,spoiled,673.5862069,663.4137931,29,29,4,0,7,8.47,2.64,1,1931.17,VB|JJ,,,,0.074122807,0,8,17,2.94,0,12853,1836.14,NN
262,ARMOR,knight,567.3870968,703.6774194,31,31,1,1,6,26.76,3.14,0,650.4,NN|VB,perceptual property,0.293,0.6,0.076471241,0.807945032,7.29,2.57,5,2,7266,1816.5,NN
263,ARMOR,chance,606.2580645,631.2580645,31,31,3,0,6,241.24,4.09,2,1835,NN|VB,,,,0.088356144,0.045891815,7.29,2.57,5,2,7266,1816.5,NN
264,ARMS,hug,583.09375,672,32,28,2,1,3,19.33,2.99,15,303.5,NN|VB,functional property,0.021,0.32,0.085683227,0.434637677,4,59.8,3.48,6,3745,1248.33,NN|VB
265,ARMS,taste,593.7096774,621.71875,31,32,4,0,5,51.31,3.42,6,2822.25,NN|VB,,,,0.043817305,0.103958006,4,59.8,3.48,6,3745,1248.33,NN|VB
266,ARMY,allow,766.6333333,685.5333333,30,30,3,0,5,44.37,3.35,3,1709,VB|NN,,,,0.018232114,0.055297794,85.69,3.64,4,2,3648,1216,NN
267,ARMY,navy,672.2903226,605.8666667,31,30,1,1,4,25.69,3.12,1,606.33,NN|JJ,category,0.5,0.55,0.377625186,0.719397487,85.69,3.64,4,2,3648,1216,NN
268,AROMA,leader,636.2,758.40625,30,32,4,0,6,31.16,3.2,6,3009,NN,,,,0.016033311,0.069355811,5,1.35,1.85,0,8005,2001.25,NN
269,AROMA,spaghetti,720.9,776.1875,30,32,2,1,9,5.92,2.48,0,1465.38,NN,unclassified,0.014,0.14,0,0,5,1.35,1.85,0,8005,2001.25,NN
270,AROUND,world,613.46875,765.3548387,32,31,2,1,5,455.22,4.37,1,926,NN,bpa,0.042,0.32,0.08618588,0.280184776,6,736.73,4.57,2,10401,2080.2,minor|RB
271,AROUND,buffalo,724.15625,820.6451613,32,31,4,0,7,11.9,2.78,0,1001.17,NN,,,,0.011915842,0.028236117,6,736.73,4.57,2,10401,2080.2,minor|RB
272,ARRIVE,mail,574.3,732.3548387,30,31,4,0,4,36.84,3.27,16,1343.67,NN|VB,,,,0.02000022,0,6,18.69,2.98,0,9191,1838.2,VB
273,ARRIVE,come,609.3870968,643.2222222,31,27,2,1,4,3140.98,5.2,15,1810.33,VB|NN,unclassified,0.073,0.37,0.394592823,0.077473327,6,18.69,2.98,0,9191,1838.2,VB
274,ARROW,maker,689.3,731.5172414,30,29,3,0,5,4.92,2.4,4,2267.75,NN,,,,0.051767883,0.034421745,7.84,2.6,5,0,6372,1593,NN
275,ARROW,bow,643.5,673.3,32,30,1,1,3,20.27,3.01,18,725,NN,instrument,0.53,0.56,0.069619783,8.263317608,7.84,2.6,5,0,6372,1593,NN
276,ART,paint,721.6875,748.1875,32,32,1,1,5,36.8,3.27,6,2982.5,NN|VB,script,0.22,0.64,0.173079614,1.174984241,70.8,3.56,3,8,3968,1984,NN
277,ART,cheese,693.125,651.7096774,32,31,3,0,6,39.04,3.3,0,2131.2,NN,,,,0.069067942,0.129437291,70.8,3.56,3,8,3968,1984,NN
278,ARTERY,vein,708.5357143,764.0740741,28,27,1,1,4,3.59,2.26,3,3038.67,NN,category,0.417,0.86,0.535331541,35.87929251,5.31,2.43,6,0,15159,3031.8,NN
279,ARTERY,finger,634.5,584.125,30,32,3,0,6,36.67,3.27,6,3797.4,NN|VB,,,,0.088741319,0.097070228,5.31,2.43,6,0,15159,3031.8,NN
280,ARTIST,draw,630.5806452,606.8125,31,32,2,1,4,40.41,3.31,5,1244,VB|NN,functional property,0.015,0.41,0.173928267,0.264366318,6,28.63,3.16,0,15069,3013.8,NN
281,ARTIST,box,622.53125,730,32,32,4,0,3,89.75,3.66,10,430,NN|VB,,,,0.020000035,0.137288094,6,28.63,3.16,0,15069,3013.8,NN
282,ARTS,shot,622.34375,635.9,32,30,3,0,4,227.43,4.06,11,1131.33,NN|VB,,,,0.035043604,0.092513648,9.22,2.67,4,6,4974,1658,NN
283,ARTS,crafts,635.21875,709.1428571,32,28,1,1,6,1.37,1.85,2,1060.8,NN|VB,fpa,0.179,0.36,0,1.895455795,9.22,2.67,4,6,4974,1658,NN
284,ASCEND,tired,684.3225806,679.4193548,31,31,3,0,5,112.65,3.76,8,3653.25,VB|JJ,,,,0.04201892,0.517384641,0.92,1.68,6,1,9539,1907.8,VB
285,ASCEND,descend,813.5666667,900.0666667,30,30,1,1,7,1.92,2,1,2529.5,VB,antonym,0.262,0.29,0.156105613,6.889702983,0.92,1.68,6,1,9539,1907.8,VB
286,ASCENT,brush,663.7096774,630.6363636,31,33,4,0,5,14.16,2.86,3,1000.5,NN|VB,,,,0.003672031,0,6,0.31,1.23,3,10795,2159,NN
287,ASCENT,climb,699.78125,588.1333333,32,30,2,1,5,19.75,3,1,1160.75,VB|NN,synonym,0.103,0.35,0.060258663,12.83491336,6,0.31,1.23,3,10795,2159,NN
288,ASH,ashtray,865.9285714,733.2142857,28,28,1,1,7,3.25,2.22,0,1384,NN,instrument,0.255,0.13,0.050174377,1.710612297,9.2,2.67,3,4,2747,1373.5,NN
289,ASH,curtains,706.2903226,899.2413793,31,29,3,0,8,6.29,2.51,0,2080.14,NN|VB,,,,0.043780128,0.063132885,9.2,2.67,3,4,2747,1373.5,NN
290,ASHAMED,fragile,708.8125,741.2580645,32,31,4,0,7,5.14,2.42,0,1616.33,JJ,,,,0.018382058,0.02340055,7,27.37,3.15,0,11063,1843.83,JJ
291,ASHAMED,guilt,763.1785714,716.2903226,28,31,2,1,5,14.9,2.88,4,654,NN,synonym,0.034,0.2,0.196382233,1.197613396,7,27.37,3.15,0,11063,1843.83,JJ
292,ASHES,ashtray,815.4137931,831.0740741,29,27,2,1,7,3.25,2.22,0,1384,NN,instrument,0.017,0.12,0.050174377,1.710612297,5,9.86,2.7,3,8985,2246.25,NN
293,ASHES,superior,654.3666667,641.3,30,30,4,0,8,13,2.82,0,2460.86,JJ|NN,,,,0.076263591,0.047230229,5,9.86,2.7,3,8985,2246.25,NN
294,ASIA,rich,741.7096774,632.1612903,31,31,4,0,4,80.39,3.61,2,2227.67,JJ|NN,,,,0.085693006,0.021882227,4,5.29,2.43,1,4270,1423.33,NN
295,ASIA,minor,646.6206897,694.34375,29,32,2,1,5,12.82,2.82,2,2955,JJ|NN,fpa,0.033,0.35,0.060081697,1.325534059,4,5.29,2.43,1,4270,1423.33,NN
296,ASLEEP,worm,716.25,838.7419355,32,31,3,0,4,10.12,2.71,9,1225,NN|VB,,,,0.109510174,0.0447739,49.82,3.41,6,0,6842,1368.4,RB|JJ
297,ASLEEP,awake,593.9032258,770.34375,31,32,1,1,5,26.71,3.13,2,529.75,JJ|VB,antonym,0.371,0.9,0.096568577,15.45270195,49.82,3.41,6,0,6842,1368.4,RB|JJ
298,ASPHALT,sister,611.0333333,715.7096774,30,31,3,0,6,180.53,3.96,3,3715.8,NN,,,,0.040962865,0.027174592,0.96,1.7,7,0,7413,1235.5,NN
299,ASPHALT,pavement,759.3333333,643.2727273,30,33,1,1,8,2.02,2.02,0,1852.57,NN,synonym,0.089,0.24,0.104046436,22.92553549,0.96,1.7,7,0,7413,1235.5,NN
300,ASPIRIN,headache,653.75,770.969697,32,33,1,1,8,14.1,2.86,0,1411.29,NN,instrument,0.417,0.49,0.096625618,32.47229876,7.75,2.6,7,0,13680,2280,NN
301,ASPIRIN,deodorant,766.1290323,804.8064516,31,31,3,0,9,1.61,1.92,0,2041.38,NN,,,,0.055293401,0.027072922,7.75,2.6,7,0,13680,2280,NN
302,ASS,thirst,773.1875,622.5806452,32,31,3,0,6,3.73,2.28,0,1650.4,NN,,,,0,0.257735612,226.37,4.06,3,4,3023,1511.5,NN|VB
303,ASS,donkey,686.1290323,736.3333333,31,30,1,1,6,5.35,2.44,1,1322.8,NN,synonym,0.27,0.18,0.112922489,3.572186983,226.37,4.06,3,4,3023,1511.5,NN|VB
304,ASSAULT,attack,601.6774194,680.8387097,31,31,1,1,6,75.55,3.59,1,1827.2,NN|VB,synonym,0.169,0.47,0.081674411,0.48768736,17.57,2.95,7,0,5633,938.83,NN|VB
305,ASSAULT,example,684.6060606,623.7419355,33,31,3,0,7,29.94,3.18,0,1113.67,NN,,,,0.160289947,0.079438491,17.57,2.95,7,0,5633,938.83,NN|VB
306,ASSIGNMENT,homework,607.5806452,711.3333333,31,33,1,1,8,20.14,3.01,0,1117.57,NN,synonym,0.377,0.48,0.182406747,10.36455537,17.88,2.96,10,0,14445,1605,NN
307,ASSIGNMENT,pride,653.375,648.4516129,32,31,3,0,5,27.67,3.15,5,1916.25,NN|VB,,,,0.070844676,0.082557286,17.88,2.96,10,0,14445,1605,NN
308,ASSISTANCE,piece,696.4285714,765.25,28,28,4,0,5,124.49,3.8,1,1252,NN|VB,,,,0.021974705,0,10,10.94,2.75,0,19435,2159.44,NN
309,ASSISTANCE,helper,677.6774194,633.0714286,31,28,2,1,6,2.02,2.02,1,2278.2,NN,functional property,0.054,0.07,0.063635024,0.407204938,10,10.94,2.75,0,19435,2159.44,NN
310,ASSISTANT,smooth,657.3225806,600.0625,31,32,3,0,6,18.27,2.97,1,928.8,JJ|NN|VB,,,,0.029020109,0.167904877,32.22,3.22,9,0,19423,2427.88,NN
311,ASSISTANT,helper,622.34375,771.875,32,32,1,1,6,2.02,2.02,1,2278.2,NN,synonym,0.4,0.17,0.049161965,0.736686558,32.22,3.22,9,0,19423,2427.88,NN
312,ASSOCIATE,loose,632.6333333,675.8064516,30,31,3,0,5,41.78,3.33,4,1317.75,JJ|VB|NN,,,,0,0.06432375,8.98,2.66,9,0,15136,1892,VB
313,ASSOCIATE,partner,661.15625,795.7586207,32,29,1,1,7,75.22,3.58,0,2261.17,NN|VB,synonym,0.187,0.11,0.146116494,0.179021676,8.98,2.66,9,0,15136,1892,VB
314,ASTEROID,aware,802.7096774,691.0333333,31,30,4,0,5,35.65,3.26,2,2099.25,JJ|NN,,,,0.069508317,0.207615517,8,1.69,1.94,0,18913,2701.86,JJ
315,ASTEROID,belt,623.516129,710.3103448,31,29,2,1,4,24.35,3.09,12,987.67,NN,fpa,0.06,0.3,0.064243883,9.391538664,8,1.69,1.94,0,18913,2701.86,JJ
316,ASTROLOGY,gross,703.5333333,753.0625,30,32,4,0,5,15.27,2.89,4,1326.75,JJ|VB|NN,,,,0.021814291,0.515591487,9,0.92,1.68,0,12256,1532,NN
317,ASTROLOGY,space,706.96875,654.40625,32,32,2,1,5,66.06,3.53,4,1255.75,NN|VB,unclassified,0.021,0.08,0.025490686,0.028067342,9,0.92,1.68,0,12256,1532,NN
318,ASTRONAUT,climb,717.15625,633.5483871,32,31,3,0,5,19.75,3,1,1160.75,VB|NN,,,,0,0.104096597,3.96,2.31,9,0,16291,2036.38,NN
319,ASTRONAUT,space,561.5483871,625.5806452,31,31,1,1,5,66.06,3.53,4,1255.75,NN|VB,script,0.526,0.76,0.128887146,2.495261351,3.96,2.31,9,0,16291,2036.38,NN
320,ATHLETE,dress,679.1515152,613.2666667,33,30,4,0,5,87.2,3.65,3,2749.5,NN|VB,,,,0.031740507,0.024195477,7,4.61,2.37,0,14740,2456.67,NN
321,ATHLETE,muscle,606.5,752.6551724,32,29,2,1,6,13.61,2.84,0,1339.2,NN|VB,unclassified,0.021,0.06,0.094123441,0.387190161,7,4.61,2.37,0,14740,2456.67,NN
322,ATHLETIC,sports,639.6451613,646,31,31,1,1,6,27.59,3.15,3,1333.4,NN|VB,unclassified,0.279,0.81,0.228576291,1.550680036,3.86,2.3,8,0,17414,2487.71,JJ
323,ATHLETIC,movie,681,652.53125,31,32,3,0,5,122.96,3.8,0,881.25,NN,,,,0.008971948,0,3.86,2.3,8,0,17414,2487.71,JJ
324,ATLAS,take,612.5806452,729.4482759,31,29,3,0,4,1891.04,4.98,14,1035.33,VB|NN,,,,0.074406277,0.130854612,1.02,1.72,5,0,8072,2018,NN
325,ATLAS,map,607.6451613,601.4333333,31,30,1,1,3,31.82,3.21,18,1276.5,NN|VB,category,0.527,0.71,0.177956119,1.918886954,1.02,1.72,5,0,8072,2018,NN
326,ATOM,shy,695.9375,689.4516129,32,31,4,0,3,18.37,2.97,9,772,JJ|NN|VB,,,,0.042359006,0,4,2.75,2.15,1,6764,2254.67,NN
327,ATOM,neutron,761.1290323,802.3571429,31,28,2,1,7,1.24,1.81,0,1967.17,NN,supraordinate,0.013,0.56,0.094610064,8.632736964,4,2.75,2.15,1,6764,2254.67,NN
328,ATOMIC,explode,811.6206897,705.1290323,29,31,2,1,7,9.78,2.7,1,1027.33,VB|NN,unclassified,0.02,0.13,0.072672515,0.658894228,6,4.88,2.4,1,10428,2085.6,JJ
329,ATOMIC,crab,655.96875,677.8333333,32,30,4,0,4,6.9,2.55,7,1637.33,NN,,,,0.00890779,0.031853389,6,4.88,2.4,1,10428,2085.6,JJ
