"prime","target","RT.200SOA","RT.1200SOA","obs.200SOA","obs.1200SOA","primecond","rel","t_length","t_freq","t_logfreq","t_orthoN","t_bgmean","t_POS","relation","FAS","LSA","BEAGLE_RPs","BEAGLE_PMI","p_freq","p_logfreq","p_length","p_orthoN","p_bgsum","p_bgmean","p_POS"
"ALGAE","pool",555,640.966666666667,31,30,2,1,4,46.98,3.38,9,1099.67,"NN|VB","script",0.041,0.18,0,0.420847182,5,0.43,1.36,0,3790,947.5,"NN"
"ALGAE","theory",676.1875,708.774193548387,32,31,4,0,6,28.61,3.16,0,1340.4,"NN",NA,NA,NA,0.046331772,0.058402835,5,0.43,1.36,0,3790,947.5,"NN"
"ALIVE","live",582.266666666667,697.866666666667,30,30,2,1,4,344.59,4.24,11,1840.67,"VB","synonym",0.02,0.36,0.088261233,0.29879463,5,154.47,3.9,3,8586,2146.5,"JJ"
"ALIVE","create",589.6875,685.133333333333,32,30,4,0,6,25.27,3.11,1,3145.8,"VB|NN",NA,NA,NA,0.077003934,0.038779234,5,154.47,3.9,3,8586,2146.5,"JJ"
"ALL","none",625.129032258065,647.34375,31,32,1,1,4,110.61,3.75,13,2560,"NN","antonym",0.333,0.65,0.272647857,0.115632301,5161.86,5.42,3,5,4681,2340.5,"minor|RB"
"ALL","towel",719.34375,721.58064516129,32,31,3,0,5,14.16,2.86,5,1067.5,"NN|VB",NA,NA,NA,0.024692252,0,5161.86,5.42,3,5,4681,2340.5,"minor|RB"
"ALLEGIANCE","pledge",599.870967741935,672.060606060606,31,33,1,1,6,6.88,2.55,1,2005.4,"NN|VB","bpa",0.311,0.49,0.029846659,26.34723257,3.12,2.2,10,0,16742,1860.22,"NN"
"ALLEGIANCE","spot",695.066666666667,662.9375,30,32,3,0,4,61.57,3.5,7,936.33,"NN|VB",NA,NA,NA,0.043232885,0.945214724,3.12,2.2,10,0,16742,1860.22,"NN"
"ALLERGY","sneeze",696.6875,671.516129032258,32,31,1,1,6,2.94,2.18,0,771.2,"VB|NN","script",0.407,0.39,0.050680239,23.09474156,1.69,1.94,7,0,14700,2450,"NN"
"ALLERGY","top",673.870967741935,601.296296296296,31,27,3,0,3,133.43,3.83,16,1058.5,"JJ|NN|VB|RB",NA,NA,NA,0,0,1.69,1.94,7,0,14700,2450,"NN"
"ALLIGATOR","sugar",714.387096774194,647.2,31,30,4,0,5,37.76,3.28,0,1189,"NN|VB",NA,NA,NA,0.013101119,0.011925316,9,3.49,2.25,0,17162,2145.25,"NN"
"ALLIGATOR","river",646.612903225806,718,31,30,2,1,5,55.47,3.45,7,2952.5,"NN","script",0.024,0.19,0.054431038,0.674527005,9,3.49,2.25,0,17162,2145.25,"NN"
"ALLOW","let",641.966666666667,665.5,30,28,1,1,3,2419.24,5.09,16,2385,"VB|NN","synonym",0.461,0.25,0.336459117,0.093602784,44.37,3.35,5,3,6836,1709,"VB|NN"
"ALLOW","seven",625.5,641.806451612903,32,31,3,0,5,104.45,3.73,2,2057,"minor|NN",NA,NA,NA,0.035861227,0.003459956,44.37,3.35,5,3,6836,1709,"VB|NN"
"ALMANAC","devil",589.933333333333,644.290322580645,30,31,4,0,5,41.33,3.32,0,1320,"NN",NA,NA,NA,0.0681095,0.064325741,7,0.84,1.64,0,11223,1870.5,"NN"
"ALMANAC","map",650.310344827586,688.821428571429,29,28,2,1,3,31.82,3.21,18,1276.5,"NN|VB","category",0.101,0.1,0.042509868,0.346960726,7,0.84,1.64,0,11223,1870.5,"NN"
"ALONE","lonely",656.606060606061,663.620689655172,33,29,1,1,6,41.67,3.33,1,2325.6,"JJ|RB","script",0.215,0.6,0.15793475,0.397837211,308.53,4.2,5,3,11414,2853.5,"RB|JJ"
"ALONE","movement",725.757575757576,758.806451612903,33,31,3,0,8,14.84,2.88,0,1856,"NN",NA,NA,NA,0.134601426,0.221709665,308.53,4.2,5,3,11414,2853.5,"RB|JJ"
"ALPHABET","letters",786.967741935484,593.4375,31,32,1,1,7,37.45,3.28,2,2911.33,"NN","perceptual property",0.412,0.8,0.20610395,6.018698232,2.49,2.11,8,0,8062,1151.71,"NN"
"ALPHABET","kids",606.84375,583.033333333333,32,30,3,0,4,301.1,4.19,5,562.33,"NN|VB",NA,NA,NA,0.04869593,0.297744348,2.49,2.11,8,0,8062,1151.71,"NN"
"ALTER","change",606.677419354839,664.1875,31,32,1,1,6,240.35,4.09,2,2255,"NN|VB","synonym",0.633,0.44,0.384904009,0.373847247,4.78,2.39,5,3,13992,3498,"VB"
"ALTER","deer",641.903225806452,666.741935483871,31,31,3,0,4,8.71,2.65,11,3211,"NN",NA,NA,NA,0.051723968,0.032405962,4.78,2.39,5,3,13992,3498,"VB"
"ALTO","soprano",672.923076923077,858.586206896552,26,29,1,1,7,2.65,2.13,0,1711.5,"NN|JJ","category",0.243,0.76,0.271068738,44.65407863,1.35,1.85,4,2,4801,1600.33,"NN"
"ALTO","ground",662.875,797.103448275862,32,29,3,0,6,72.47,3.57,1,1636.8,"NN|VB",NA,NA,NA,0.036690519,0.071647934,1.35,1.85,4,2,4801,1600.33,"NN"
"ALWAYS","forever",612.848484848485,619.4,33,30,1,1,7,88.8,3.66,0,2738.17,"RB|NN","synonym",0.378,0.48,0.164115233,0.509877685,655.25,4.52,6,0,4411,882.2,"RB"
"ALWAYS","lettuce",836.9,747.866666666667,30,30,3,0,7,3.39,2.24,0,1376.17,"NN",NA,NA,NA,0.063130575,0.044036835,655.25,4.52,6,0,4411,882.2,"RB"
"AMATEUR","company",664.71875,754.516129032258,32,31,4,0,7,147.2,3.88,0,1550.83,"NN",NA,NA,NA,0.070078444,0.072209804,7,6.55,2.52,0,12704,2117.33,"NN|JJ"
"AMATEUR","beginner",697.625,712.625,32,32,2,1,8,1.94,2,0,2509.71,"NN","synonym",0.128,0.23,0.053186139,0.735600902,7,6.55,2.52,0,12704,2117.33,"NN|JJ"
"AMAZE","all",665.84375,715.3125,32,32,3,0,3,5161.86,5.42,5,2340.5,"minor|RB",NA,NA,NA,0.043445645,0.008728958,1.61,1.92,5,0,3233,808.25,"VB"
"AMAZE","wonder",732.903225806452,694.516129032258,31,31,1,1,6,116.98,3.78,5,3093.8,"NN|VB","synonym",0.137,0.13,0.090994405,1.231331093,1.61,1.92,5,0,3233,808.25,"VB"
"AMBITION","talking",699.258064516129,632.8125,31,32,3,0,7,497.75,4.4,3,2714.5,"VB|NN",NA,NA,NA,0.040648771,0.051310232,5.35,2.44,8,0,16059,2294.14,"NN"
"AMBITION","goal",643.666666666667,651,30,32,1,1,4,16.75,2.93,4,1281.67,"NN","unclassified",0.23,0.3,0.137398982,0.22642574,5.35,2.44,8,0,16059,2294.14,"NN"
"AMBULANCE","emergency",647.666666666667,757.612903225806,30,31,1,1,9,54.43,3.44,1,1977.63,"NN","script",0.174,0.76,0.107827528,10.08530664,22.41,3.06,9,0,11460,1432.5,"NN"
"AMBULANCE","scissors",747.129032258065,736.7,31,30,3,0,8,6.69,2.53,0,1599.71,"NN",NA,NA,NA,0.017111507,0.005450342,22.41,3.06,9,0,11460,1432.5,"NN"
"AMERICAN","flag",607.548387096774,643.741935483871,31,31,1,1,4,17.49,2.95,9,1092,"NN|VB","fpa",0.2,0.3,0.104346327,0.150573833,102.22,3.72,8,1,19300,2757.14,"JJ|NN"
"AMERICAN","grandma",801.709677419355,752.451612903226,31,31,3,0,7,45.59,3.37,1,1810.83,"NN",NA,NA,NA,0.092137232,0.064090959,102.22,3.72,8,1,19300,2757.14,"JJ|NN"
"AMOUNT","lot",664.46875,686.612903225806,32,31,2,1,3,569.92,4.46,16,1187,"NN","synonym",0.04,0.11,0.071997263,0.119356559,6,24.75,3.1,0,8458,1691.6,"NN|VB"
"AMOUNT","past",607.225806451613,658.03125,31,32,4,0,4,123.76,3.8,14,2038.33,"JJ|NN|RB",NA,NA,NA,0.069881247,0.025714931,6,24.75,3.1,0,8458,1691.6,"NN|VB"
"AMP","electricity",709.451612903226,810.322580645161,31,31,2,1,11,11.45,2.77,0,1831,"NN","unclassified",0.053,0.41,0.052512123,0.088586623,3,1.82,1.97,4,1823,911.5,"NN"
"AMP","poetry",800.241379310345,633.6875,29,32,4,0,6,13.37,2.83,0,979.4,"NN",NA,NA,NA,0.007478052,0.106804288,3,1.82,1.97,4,1823,911.5,"NN"
"AMUSE","joke",587.28125,568.161290322581,32,31,2,1,4,73.02,3.57,7,423.67,"NN|VB","functional property",0.017,0.18,0.116014277,1.902552097,5,2.61,2.13,1,4800,1200,"VB"
"AMUSE","beer",557,662.84375,29,32,4,0,4,75.49,3.59,12,2630,"NN",NA,NA,NA,0.019778249,0,5,2.61,2.13,1,4800,1200,"VB"
"ANALYSIS","mom",607.53125,762.758620689655,32,29,4,0,3,430.39,4.34,6,1090.5,"NN",NA,NA,NA,0.097299765,0.041140598,8,11.04,2.75,2,14209,2029.86,"NN"
"ANALYSIS","data",709.433333333333,638.172413793103,30,29,2,1,4,25.61,3.12,2,2197.33,"NN","bpa",0.014,0.37,0.006741386,1.314073469,8,11.04,2.75,2,14209,2029.86,"NN"
"ANARCHY","chaos",794.433333333333,824.137931034483,30,29,2,1,5,9.39,2.68,1,881.5,"NN","unclassified",0.137,0.33,0.134271155,3.014172125,7,2.02,2.02,0,10073,1678.83,"NN"
"ANARCHY","worm",776.34375,757.548387096774,32,31,4,0,4,10.12,2.71,9,1225,"NN|VB",NA,NA,NA,0.119172779,0.096631847,7,2.02,2.02,0,10073,1678.83,"NN"
"ANCESTOR","relative",692.40625,822.645161290323,32,31,1,1,8,7.78,2.6,0,2861,"JJ|NN","supraordinate",0.196,0.08,0.118126501,0.502676817,1.69,1.94,8,0,18687,2669.57,"NN"
"ANCESTOR","minus",728.827586206897,753.7,29,30,3,0,5,7.86,2.6,6,2501.5,"minor|VB",NA,NA,NA,0.025238688,0.026402644,1.69,1.94,8,0,18687,2669.57,"NN"
"ANCIENT","modern",642.125,807.172413793103,32,29,2,1,6,18.24,2.97,0,2147,"JJ|NN","antonym",0.02,0.55,0.271489427,0.611938404,7,21.67,3.04,0,13954,2325.67,"JJ|NN"
"ANCIENT","sight",645.620689655172,690.866666666667,29,30,4,0,5,45.31,3.36,8,831.75,"NN|VB",NA,NA,NA,0.01996907,0.04491362,7,21.67,3.04,0,13954,2325.67,"JJ|NN"
"ANGEL","heaven",547.633333333333,610.53125,30,32,1,1,6,56.61,3.46,3,1932.8,"NN","script",0.327,0.41,0.08166523,1.787540892,78.27,3.6,5,1,10347,2586.75,"NN"
"ANGEL","fashion",732.0625,683.03125,32,32,3,0,7,18.76,2.98,0,1895.83,"NN|VB",NA,NA,NA,0.13499369,0.089034497,78.27,3.6,5,1,10347,2586.75,"NN"
"ANGLE","once",632.484848484848,751.58064516129,33,31,3,0,4,344.88,4.25,0,2545.33,"RB|NN",NA,NA,NA,0.009532184,0.042094421,14.92,2.88,5,2,11254,2813.5,"NN|VB"
"ANGLE","geometry",678.6,959.5,30,28,1,1,8,1.84,1.98,0,1155.29,"NN","script",0.179,0.45,0.016818959,4.528626487,14.92,2.88,5,2,11254,2813.5,"NN|VB"
"ANGRY","gamble",707,785.2,27,30,4,0,6,8.94,2.66,3,1317,"VB",NA,NA,NA,0.112273916,0.071602354,5,58.98,3.48,0,8784,2196,"JJ"
"ANGRY","sad",554.612903225806,613,31,32,2,1,3,63.37,3.51,18,893.5,"JJ|NN","category",0.068,0.62,0.664187747,1.295077604,5,58.98,3.48,0,8784,2196,"JJ"
"ANIMAL","bear",761.354838709677,585.806451612903,31,31,2,1,4,57.41,3.47,19,1879.33,"VB|NN","supraordinate",0.016,0.15,0.180483568,0.082607403,6,45.49,3.37,0,10631,2126.2,"NN"
"ANIMAL","subtract",822.46875,777,32,31,4,0,8,0.55,1.46,0,1240.71,"VB",NA,NA,NA,0.143773684,0.445557056,6,45.49,3.37,0,10631,2126.2,"NN"
"ANISETTE","chair",625.96875,626.709677419355,32,31,4,0,5,49.24,3.4,3,1097.5,"NN|VB",NA,NA,NA,0.054326372,0.060194649,NA,NA,NA,NA,NA,NA,NA
"ANISETTE","dictionary",767.625,832.333333333333,32,30,2,1,10,3.73,2.28,0,2469.44,"NN","unclassified",0.014,NA,0,4.435573298,NA,NA,NA,NA,NA,NA,NA
"ANKLE","bracelet",762.40625,746.225806451613,32,31,2,1,8,7.8,2.6,0,1897.86,"NN","fpa",0.049,0.16,0.022989427,11.51962253,5,8.02,2.61,1,7322,1830.5,"NN"
"ANKLE","way",791.862068965517,573.433333333333,29,30,4,0,3,1424.73,4.86,18,543.5,"NN",NA,NA,NA,0.012042409,0,5,8.02,2.61,1,7322,1830.5,"NN"
"ANNIHILATE","destroy",677.066666666667,777.548387096774,30,31,1,1,7,47.18,3.38,0,2437.5,"VB","synonym",0.232,0.16,0.113396218,0.738606468,0.71,1.57,10,0,18476,2052.89,"VB"
"ANNIHILATE","parent",702.96875,757.03125,32,32,3,0,6,13.14,2.83,1,3087.8,"NN",NA,NA,NA,0.000465764,0,0.71,1.57,10,0,18476,2052.89,"VB"
"ANNOUNCE","marriage",776.064516129032,657.870967741935,31,31,2,1,8,77.06,3.59,1,1601.71,"NN","unclassified",0.028,0.06,0.105056379,0.126127056,8,9.76,2.7,0,11209,1601.29,"VB|NN"
"ANNOUNCE","sorrow",669.75,681.666666666667,28,30,4,0,6,6.86,2.55,2,1388.6,"NN|VB",NA,NA,NA,0.169772268,0.078843365,8,9.76,2.7,0,11209,1601.29,"VB|NN"
"ANNOY","sister",643,772.172413793103,31,29,2,1,6,180.53,3.96,3,3715.8,"NN","unclassified",0.027,0.15,0.078543915,0.153564935,5,2.51,2.11,0,4787,1196.75,"VB"
"ANNOY","crack",644.037037037037,631.225806451613,27,31,4,0,5,32.84,3.22,6,1578,"NN|VB",NA,NA,NA,0.165370137,0.129140492,5,2.51,2.11,0,4787,1196.75,"VB"
"ANNOYING","disappear",713.357142857143,809.566666666667,28,30,3,0,9,20.96,3.03,0,1649.25,"VB",NA,NA,NA,0.00532218,0.014346645,11.12,2.75,8,0,15745,2249.29,"JJ|VB|NN"
"ANNOYING","irritating",814.193548387097,697.774193548387,31,31,1,1,10,2.18,2.05,1,3122.44,"JJ|VB","synonym",0.086,0.16,0.110941449,3.328130356,11.12,2.75,8,0,15745,2249.29,"JJ|VB|NN"
"ANNUAL","stream",650.586206896552,701.258064516129,29,31,4,0,6,8.04,2.61,2,2511,"NN|VB",NA,NA,NA,0.082436941,0.112607249,6,7.2,2.57,0,7621,1524.2,"JJ|NN"
"ANNUAL","once",678.59375,756.2,32,30,2,1,4,344.88,4.25,0,2545.33,"RB|NN","unclassified",0.036,0.16,0.07000925,0.05255128,6,7.2,2.57,0,7621,1524.2,"JJ|NN"
"ANOTHER","silly",589.290322580645,641.709677419355,31,31,4,0,5,57.1,3.46,8,1572.75,"JJ|NN",NA,NA,NA,0.029816733,0.003113328,7,509.22,4.41,0,14421,2403.5,"minor|NN"
"ANOTHER","more",594.428571428571,719.192307692308,28,26,2,1,4,1298.59,4.82,18,2753.33,"JJ|RB","unclassified",0.096,0.64,0.201069087,0.074103466,7,509.22,4.41,0,14421,2403.5,"minor|NN"
"ANTEATER","ring",726.935483870968,644.90625,31,32,3,0,4,92.75,3.67,10,4562.67,"NN|VB",NA,NA,NA,0.093705772,0.124673156,0.22,1.08,8,0,27449,3921.29,"NN"
"ANTEATER","ant",705.78125,674.096774193548,32,31,1,1,3,5.35,2.44,7,3250.5,"NN","functional property",0.29,0.14,0.049482882,22.08570613,0.22,1.08,8,0,27449,3921.29,"NN"
"ANTELOPE","awake",661.090909090909,621.032258064516,33,31,4,0,5,26.71,3.13,2,529.75,"JJ|VB",NA,NA,NA,0.004296874,0.150575968,8,0.98,1.71,0,16513,2359,"NN"
"ANTELOPE","beast",653.40625,691.21875,32,32,2,1,5,24.55,3.1,6,1922.5,"NN","unclassified",0.013,0.32,0.039669891,0.233427412,8,0.98,1.71,0,16513,2359,"NN"
"ANTIDOTE","dam",949.8125,814.684210526316,16,19,3,0,3,5.75,2.47,13,739.5,"NN|VB",NA,NA,NA,0.00923433,0,4.33,2.35,8,0,18012,2573.14,"NN"
"ANTIDOTE","cure",670.548387096774,682.0625,31,32,1,1,4,20.84,3.03,11,2184.33,"NN|VB","synonym",0.192,0.14,0.017016778,2.943422995,4.33,2.35,8,0,18012,2573.14,"NN"
"ANTIQUE","furniture",697.166666666667,738.870967741935,30,31,2,1,9,15.08,2.89,0,1570.75,"NN","fpa",0.033,0.39,0.170396897,6.700399877,7,6.06,2.49,0,12256,2042.67,"JJ|NN"
"ANTIQUE","face",609.064516129032,717.166666666667,31,30,4,0,4,289.16,4.17,11,1174.67,"NN|VB",NA,NA,NA,0.239175714,0.02991617,7,6.06,2.49,0,12256,2042.67,"JJ|NN"
"ANTLER","excuse",851.774193548387,725.939393939394,31,33,4,0,6,368.1,4.27,1,967.8,"NN",NA,NA,NA,0.076039616,0.296314467,6,0.29,1.2,1,16499,3299.8,"NN"
"ANTLER","horn",624.103448275862,779.333333333333,29,30,2,1,4,21.08,3.03,6,1473.67,"NN","category",0.054,0.08,0.071413193,5.26548197,6,0.29,1.2,1,16499,3299.8,"NN"
"ANTLERS","disgusting",753.58064516129,830.848484848485,31,33,3,0,10,26.61,3.13,0,2851.22,"JJ|VB",NA,NA,NA,0.03683741,0,NA,NA,7,NA,NA,NA,NA
"ANTLERS","deer",603.161290322581,616.727272727273,31,33,1,1,4,8.71,2.65,11,3211,"NN","perceptual property",0.645,0.66,0.04649645,26.73310526,NA,NA,7,NA,NA,NA,NA
"ANXIETY","goo",1210.125,933.166666666667,8,12,3,0,3,2.14,2.04,10,643.5,"NN",NA,NA,NA,0.096997244,0.397303481,6.76,2.54,7,0,6949,1158.17,"NN"
"ANXIETY","nervous",707.515151515152,646.03125,33,32,1,1,7,67.16,3.53,0,2008.83,"JJ|NN",NA,0.127,0.18,0.01460691,2.821588823,6.76,2.54,7,0,6949,1158.17,"NN"
"APART","alone",613.533333333333,672.151515151515,30,33,2,1,5,308.53,4.2,3,2853.5,"RB|JJ","unclassified",0.021,0.26,0.068508461,0.067422556,5,47.02,3.38,0,5939,1484.75,"RB"
"APART","mix",619.333333333333,739.285714285714,30,28,4,0,3,16.35,2.92,4,709.5,"NN|VB",NA,NA,NA,0.043494671,0.110986624,5,47.02,3.38,0,5939,1484.75,"RB"
"APATHETIC","sympathetic",760.066666666667,853.90625,30,32,1,1,11,3.8,2.29,0,1802.1,"JJ","antonym",0.133,0.23,0.045525553,3.52868112,0.35,1.28,9,0,17647,2205.88,"JJ"
"APATHETIC","liar",609.129032258065,777.870967741935,31,31,3,0,4,35.14,3.25,0,2277.67,"NN",NA,NA,NA,0.025879602,0.057377047,0.35,1.28,9,0,17647,2205.88,"JJ"
"APATHY","sympathy",727.967741935484,732.612903225806,31,31,1,1,8,8.35,2.63,0,1156.86,"NN","antonym",0.257,0.29,0.057491638,1.453587144,0.47,1.4,6,0,7724,1544.8,"NN"
"APATHY","science",654.8125,803.53125,32,32,3,0,7,37.25,3.28,0,1660.33,"NN",NA,NA,NA,0.052919418,0.258649063,0.47,1.4,6,0,7724,1544.8,"NN"
"APE","jungle",612.75,614.129032258065,32,31,2,1,6,22.57,3.06,4,1961.4,"NN","script",0.021,0.24,0.070660928,1.892174466,3,9.67,2.69,10,2536,1268,"NN|VB"
"APE","all",680.566666666667,614.032258064516,30,31,4,0,3,5161.86,5.42,5,2340.5,"minor|RB",NA,NA,NA,0.066758547,0.035025337,3,9.67,2.69,10,2536,1268,"NN|VB"
"APOLOGY","mistake",696.71875,739.060606060606,32,33,2,1,7,101.96,3.72,0,1800.33,"NN|VB","unclassified",0.019,0.24,0.055885218,0.94136038,7,15.76,2.91,0,5356,892.67,"NN"
"APOLOGY","win",699.28125,654.666666666667,32,30,4,0,3,134.65,3.84,12,3681.5,"VB|NN",NA,NA,NA,0.026573437,0.013595369,7,15.76,2.91,0,5356,892.67,"NN"
"APPEAL","crooked",813.964285714286,872.6,28,30,4,0,7,5.69,2.46,4,1579.5,"JJ",NA,NA,NA,0.065144941,0.056867564,6,13,2.82,1,7921,1584.2,"NN|VB"
"APPEAL","looks",577.967741935484,582.483870967742,31,31,2,1,5,311.49,4.2,7,716,"VB|NN","unclassified",0.034,0.12,0.117581504,0.086244848,6,13,2.82,1,7921,1584.2,"NN|VB"
"APPEAR","whale",628.793103448276,698.645161290323,29,31,4,0,5,11.25,2.76,3,1964.25,"NN",NA,NA,NA,0.046455481,0,6,23.37,3.08,1,7822,1564.4,"VB"
"APPEAR","show",582.806451612903,597.290322580645,31,31,2,1,4,488.35,4.4,10,1058.33,"VB|NN","unclassified",0.067,0.37,0.301493294,0.212671308,6,23.37,3.08,1,7822,1564.4,"VB"
"APPEARANCE","line",653.038461538462,687.137931034483,26,29,3,0,4,206.18,4.02,17,3972.67,"NN|VB",NA,NA,NA,0.074959019,0.061651713,11.59,2.77,10,0,17445,1938.33,"NN"
"APPEARANCE","looks",636.193548387097,634.212121212121,31,33,1,1,5,311.49,4.2,7,716,"VB|NN","synonym",0.427,0.29,0.123653296,0.159451882,11.59,2.77,10,0,17445,1938.33,"NN"
"APPENDAGE","leg",609.133333333333,625.030303030303,30,33,4,0,3,56.51,3.46,12,1925,"NN|VB",NA,NA,NA,0.075287982,0.154983197,9,0.41,1.34,0,11149,1393.63,"NN"
"APPENDAGE","finger",688.935483870968,651.59375,31,32,2,1,6,36.67,3.27,6,3797.4,"NN|VB","supraordinate",0.043,0.23,0.058893848,0.694200235,9,0.41,1.34,0,11149,1393.63,"NN"
"APPLE","exercise",709.133333333333,763.586206896552,30,29,3,0,8,17.73,2.96,1,1866,"NN|VB",NA,NA,NA,0.06111639,0.08753144,23.67,3.08,5,2,5572,1393,"NN"
"APPLE","red",568.833333333333,574.838709677419,30,31,1,1,3,148.06,3.88,11,4513.5,"JJ|NN","bpa",0.208,0.27,0.094440354,0.290102846,23.67,3.08,5,2,5572,1393,"NN"
"APPLIANCE","stove",670.758620689655,729.322580645161,29,31,1,1,5,7.59,2.59,7,1843.25,"NN","script",0.129,0.18,0.003702034,3.591917897,0.8,1.62,9,0,12537,1567.13,"NN"
"APPLIANCE","bacon",633.724137931035,715,29,32,3,0,5,11.86,2.78,2,2330,"NN",NA,NA,NA,0.153660056,0.086530224,0.8,1.62,9,0,12537,1567.13,"NN"
"APPLICATION","college",716.7,798.1875,30,32,2,1,7,85.18,3.64,1,1741.5,"NN|VB","bpa",0.021,0.24,0.075654098,0.04388851,11,10,2.71,0,25071,2507.1,"NN"
"APPLICATION","mist",740.785714285714,748.428571428571,28,28,4,0,4,3.55,2.26,10,2565.33,"NN|VB",NA,NA,NA,0.050183248,0.057979039,11,10,2.71,0,25071,2507.1,"NN"
"APPRAISE","value",681.666666666667,671.612903225806,33,31,1,1,5,21.51,3.04,2,1131.25,"NN|VB","unclassified",0.222,0.11,0.071190045,3.636371086,0.2,1.04,8,0,11542,1648.86,"VB"
"APPRAISE","empty",746.935483870968,664.161290322581,31,31,3,0,5,47.24,3.38,0,738.5,"JJ|VB|NN",NA,NA,NA,0.028840013,0.046556901,0.2,1.04,8,0,11542,1648.86,"VB"
"APPROVAL","pavement",837.793103448276,747.677419354839,29,31,4,0,8,2.02,2.02,0,1852.57,"NN",NA,NA,NA,0.049291641,0.077431222,8,8.39,2.63,0,8938,1276.86,"NN"
"APPROVAL","yes",554.193548387097,576.133333333333,31,30,2,1,3,1996.76,5.01,3,2335.5,"minor|NN","unclassified",0.105,0.1,0.042639582,0.121128144,8,8.39,2.63,0,8938,1276.86,"NN"
"APRON","tense",681.071428571429,809,28,29,4,0,5,10.24,2.72,4,3024.5,"JJ|NN|VB",NA,NA,NA,0.049048175,0.107611582,5,2.67,2.14,2,8966,2241.5,"NN"
"APRON","maid",677.379310344828,818.8,29,30,2,1,4,22.82,3.07,7,1148.33,"NN","unclassified",0.034,0.33,0.238959352,2.077738589,5,2.67,2.14,2,8966,2241.5,"NN"
"ARCHITECT","eye",565.6,674.96875,30,32,3,0,3,111.78,3.76,8,209,"NN|VB",NA,NA,NA,0.133454732,0.058219196,6.55,2.52,9,0,15013,1876.63,"NN"
"ARCHITECT","building",663.28125,632,32,32,1,1,8,99.57,3.71,0,2200.86,"NN|VB","unclassified",0.289,0.67,0.092503006,0.759081415,6.55,2.52,9,0,15013,1876.63,"NN"
"ARENA","football",621.433333333333,637.060606060606,30,33,1,1,8,37.53,3.28,0,1134.29,"NN","fpa",0.219,0.32,0.077370707,0.794358955,3.63,2.27,5,0,12750,3187.5,"NN"
"ARENA","hell",604.25,685.709677419355,32,31,3,0,4,470.82,4.38,16,1700,"NN|minor",NA,NA,NA,0.041322906,0.074743627,3.63,2.27,5,0,12750,3187.5,"NN"
"ARGUE","disagree",717.586206896552,763.903225806452,29,31,2,1,8,6.63,2.53,0,1759.43,"VB","synonym",0.02,0.6,0.309178267,0.984567811,5,19.75,3,0,4051,1012.75,"VB"
"ARGUE","it",610.483870967742,708.838709677419,31,31,4,0,2,18896.31,5.98,6,2192,"minor|NN",NA,NA,NA,0.040608677,0.183877611,5,19.75,3,0,4051,1012.75,"VB"
"ARGUMENT","spoiled",673.586206896552,663.413793103448,29,29,4,0,7,8.47,2.64,1,1931.17,"VB|JJ",NA,NA,NA,0.074122807,0,8,17,2.94,0,12853,1836.14,"NN"
"ARIGHT","fold",721.193548387097,686.935483870968,31,31,3,0,4,8.63,2.64,11,739,"NN|VB",NA,NA,NA,0.129596227,0.118435714,NA,NA,6,NA,NA,NA,NA
"ARIGHT","okay",576.774193548387,669.258064516129,31,31,1,1,4,2006.27,5.01,0,255.33,"JJ|minor|NN|VB","synonym",0.5,-0.01,0,0,NA,NA,6,NA,NA,NA,NA
"ARMOR","knight",567.387096774194,703.677419354839,31,31,1,1,6,26.76,3.14,0,650.4,"NN|VB","perceptual property",0.293,0.6,0.076471241,0.807945032,7.29,2.57,5,2,7266,1816.5,"NN"
"ARMOR","chance",606.258064516129,631.258064516129,31,31,3,0,6,241.24,4.09,2,1835,"NN|VB",NA,NA,NA,0.088356144,0.045891815,7.29,2.57,5,2,7266,1816.5,"NN"
"ARMS","hug",583.09375,672,32,28,2,1,3,19.33,2.99,15,303.5,"NN|VB","functional property",0.021,0.32,0.085683227,0.434637677,4,59.8,3.48,6,3745,1248.33,"NN|VB"
"ARMS","taste",593.709677419355,621.71875,31,32,4,0,5,51.31,3.42,6,2822.25,"NN|VB",NA,NA,NA,0.043817305,0.103958006,4,59.8,3.48,6,3745,1248.33,"NN|VB"
"ARMY","allow",766.633333333333,685.533333333333,30,30,3,0,5,44.37,3.35,3,1709,"VB|NN",NA,NA,NA,0.018232114,0.055297794,85.69,3.64,4,2,3648,1216,"NN"
"ARMY","navy",672.290322580645,605.866666666667,31,30,1,1,4,25.69,3.12,1,606.33,"NN|JJ","category",0.5,0.55,0.377625186,0.719397487,85.69,3.64,4,2,3648,1216,"NN"
"AROMA","leader",636.2,758.40625,30,32,4,0,6,31.16,3.2,6,3009,"NN",NA,NA,NA,0.016033311,0.069355811,5,1.35,1.85,0,8005,2001.25,"NN"
"AROMA","spaghetti",720.9,776.1875,30,32,2,1,9,5.92,2.48,0,1465.38,"NN","unclassified",0.014,0.14,0,0,5,1.35,1.85,0,8005,2001.25,"NN"
"AROUND","world",613.46875,765.354838709677,32,31,2,1,5,455.22,4.37,1,926,"NN","bpa",0.042,0.32,0.08618588,0.280184776,6,736.73,4.57,2,10401,2080.2,"minor|RB"
"AROUND","buffalo",724.15625,820.645161290323,32,31,4,0,7,11.9,2.78,0,1001.17,"NN",NA,NA,NA,0.011915842,0.028236117,6,736.73,4.57,2,10401,2080.2,"minor|RB"
